offer_count,free_count,dollar_count,win_count,order_count,business_count,lottery_count, mail_count,no_of_url,time_of_email,Spam
0,0,0,0,0,1.87,0,3.74,3,13.16,1
0,0,0,0,0,1.87,0,3.74,3,13.16,1
0,0,3.74,0,0,1.87,0,3.74,0,18.47,1
0,0.75,0,0,0,0,0,1.87,4,21.51,1
0,0,3.74,0,0,3.74,0,3.74,2,14.05,1
0,1.87,0,0,0.94,0,0,0.94,2,14.31,1
0,0,0,0,0,0,0,3.74,2,00.13,1
0,3.74,0,3.74,0,1.87,0,1.87,0,08.23,1
0,3.74,0,3.74,0,1.87,0,1.87,0,08.23,1
0,3.74,0,3.74,0,1.87,0,1.87,0,08.23,1
0,3.74,0,0,0,0,0,3.74,6,10.34,1
0,0,0,0,0,3.74,0,0,1,20.49,1
3.74,0,0,0,0,0,0,0,2,17.03,1
0,0,0,0,1.87,0,0,1.87,3,09.11,1
0,0,0,0,1.87,0,0,1.87,3,09.11,1
0.47,0,0,0,0,1.87,0,1.25,6,09.15,1
0,0,0,0,0,3.74,0,3.74,3,18.16,1
0,0,0,0,0,3.74,0,3.74,3,18.16,1
0,0,0,0,0,0.94,0,0,1,18.24,1
0,3.74,0,3.74,0,1.87,0,3.74,0,10.53,1
1.25,3.74,0,0,1.87,0,0,3.74,1,18.33,1
0,1.25,0,0.53,0,0,3.74,3.74,3,14.34,1
0,0,0,0,0,3.74,0,3.74,3,23.43,1
0,0,0,0,0,0,0,3.74,2,02.44,1
0,0,0,0,0,0,0,3.74,3,03.53,1
0,0,0,0,0,0,0,3.74,3,01.53,1
0,0,0,0,0,3.74,0,0,0,01.26,1
0,0,0,0,0,0,0,3.74,3,14.18,1
0,0,0,0,0,3.74,0,0.94,2,06.11,1
0,0,0,0,0,3.74,0,0.94,2,06.11,1
0,0,0,0,0,0,0,1.87,3,22.11,1
3.74,1.87,0,0,3.74,3.74,0,0,0,06.14,1
0.62,0.94,0,0,3.74,0,0,3.74,6,22.32,1
0,0,0,0,0,3.74,0,0.94,2,06.34,1
3.74,0,0,0,3.74,0,0,1.87,2,06.35,1
0,0,0,0,0,0,0,0.75,2,19.02,1
3.74,3.74,0,0,0,0.47,0,3.74,2,11.05,1
3.74,1.87,0,0,3.74,1.25,0,3.74,5,19.25,1
0,0,0,0,0,0,0,3.74,0,08.51,1
1.25,0,0,0,0,1.25,0,3.74,2,17.58,1
0,0,0,0,0,3.74,0,0,2,20.00,1
0,0,0,0,0,0,0,0,0,02.34,1
0,3.74,0,0,0,0.94,0,3.74,2,03.44,1
0,3.74,0,0,0,0.94,0,3.74,3,03.45,1
0,0,0,0,0,3.74,0,1.25,1,10.07,1
0,3.74,3.74,0,0,0,0,0,1,21.14,1
0,0,0,0,0,0,0,0,0,03.18,1
0,0,0,0,0,3.74,0,1.25,3,02.42,1
3.74,0.94,0,0,0,0,0,3.74,3,22.56,1
3.74,0.11,0.75,0,0.75,0.1,0,0,0,02.19,1
0,0,1.87,0,3.74,0,0,0,0,00.04,1
0,0,0,0,0,0,0,3.74,2,12.28,1
0,0,0,0,0,0,0,3.74,2,12.28,1
0,1.25,0,0,0,0,0,1.87,0,21.43,1
0,0,0,0,0,0,0,3.74,0,12.44,1
0,0,0,0,0,0,0,0,1,07.50,1
0,0,0,0,0,3.74,0,1.25,0,16.00,1
1.87,0.47,0.62,0,0.1,0.27,0,0.27,2,04.01,1
0,3.74,0,0,0,0,0,0,0,05.30,1
3.74,0,0,0,0,0,0,0,5,02.32,1
0,1.25,0,0,0,0,0,3.74,3,21.48,1
0,0,0,0,0,1.87,0,0,0,15.10,1
0,0,0,0,1.87,3.74,0,3.74,5,18.53,1
3.74,3.74,0,0,0,0.47,0,3.74,2,18.02,1
1.87,1.87,0,0,0,0,0,0,0,06.30,1
0,1.87,0,0,0,0,0,1.87,3,12.55,1
0,0,0,0,0,0,0,1.87,3,15.57,1
0,1.87,0,0,0,0,0,3.74,0,18.22,1
0,1.25,0,0,0,0,0,3.74,1,18.35,1
3.74,0,0,0,0,0.94,0,1.87,2,15.02,1
0,0,0,0,0,0,0,3.74,3,14.09,1
0,0.47,0,0,0,0,0,3.74,0,22.10,1
0,0,0,0,0,0,0,0,0,22.15,1
0,0,0,0,0,0,0,3.74,2,16.13,1
0,0,0,0,0,0,0,3.74,3,16.23,1
0,0.75,0,0,0,0,0,3.74,3,21.41,1
0,0,0,0,0,0,0,3.74,1,09.46,1
0,0,0,0,0,0,0,3.74,0,13.50,1
0,3.74,0,0,3.74,0,0,3.74,0,18.55,1
0,1.87,0,0,0.27,3.74,0,3.74,2,19.26,1
0,0,0,0,0,0,0,0.94,3,04.57,1
0,0,0,0,0,0,0,3.74,3,20.03,1
0,0,0,0,0,0,0,3.74,2,01.14,1
3.74,0,3.74,0,0,3.74,0,3.74,3,11.15,1
0.94,0.47,0,0,0,0,0,3.74,4,20.21,1
0,0,0,0,0,0,0,0,1,16.41,1
0,3.74,0,0,1.87,0,0,1.25,6,05.24,1
0,1.25,0,0,0,3.74,0,0,0,17.29,1
0,3.74,0,0,1.87,0,0,1.87,6,05.52,1
3.74,3.74,0,0,0,0,0,1.87,3,16.02,1
0,0,0,0,0,0,0,3.74,3,08.54,1
3.74,0.75,0,0,1.87,0,0,1.87,2,15.54,1
0,0.75,0,0,0,0,0,0.75,2,19.26,1
0,1.25,0,0,0,0,0,3.74,0,04.42,1
0,1.25,0,0,0,0,0,3.74,0,04.56,1
0,3.74,0,0,0,0,0,3.74,3,20.22,1
0,1.25,0,0,0,0,0,3.74,3,21.41,1
0,0,0,0,0,0,0,0,0,01.54,1
3.74,0,0,0,0,3.74,0,1.87,3,21.11,1
0,0,0,0,0,0,0,3.74,1,19.14,1
3.74,0.53,0,0,0,0,0,3.74,3,00.38,1
0,3.74,0,0,0,0,0,3.74,3,03.54,1
3.74,3.74,0,0,0,0.47,0,3.74,2,00.08,1
0,0,0,0,0,0,0,0,1,11.10,1
0,0,0,0,0,0,0,0,6,11.29,1
1.87,0,0,0,0,0,0,3.74,5,23.34,1
0,0,0,0,0,0,0,1.87,3,22.54,1
0,0,0,0,0,0,0,3.74,4,00.38,1
0,0,0,0,0,0,0,3.74,4,00.44,1
0,1.87,0,0,0,1.87,0,3.74,4,06.18,1
0,0,0,0,0,0,0,3.74,2,01.23,1
0,3.74,0,0,0,0,0,3.74,3,08.12,1
0,0,0,0,0,0,0,0,0,01.24,1
0,0,0,0,0,0,0,1.87,2,10.31,1
0,0.53,0,0,0,0,0,0,2,17.19,1
0,0,0,0,0,0,0,3.74,3,06.05,1
0,0,0,0,0,0,0,3.74,0,15.31,1
0,1.87,0,0,0.27,3.74,0,3.74,2,10.33,1
0,0.62,0,0,0,0,0,3.74,6,05.55,1
1.87,1.25,0,0,0,0,0,3.74,17,04.23,1
0,0,0,0,0,0,0,3.74,0,07.28,1
0,0,0,0,0,0,0,3.74,0,07.28,1
3.74,0.11,0.75,0,0.75,0.1,0,3.74,3,16.35,1
0,3.74,0,0,1.87,0,0,0,3,19.47,1
0,0,0,0,0,0,0,3.74,2,10.49,1
1.87,0,0,0,0,0,0,3.74,6,10.51,1
0,0,0,0,0,0,0,3.74,3,11.11,1
0,0,0,0,0,0,0,3.74,2,00.28,1
0,0,0,0,0,0,0,3.74,3,12.58,1
0,1.87,0,0,0,0,0,3.74,3,17.36,1
0,0,0,0,0,3.74,0,0,1,22.40,1
0,1.25,0,0,1.87,3.74,0,0,0,13.55,1
0,3.74,0,0,0,0,0,0,3,12.57,1
3.74,3.74,3.74,0,0,0.75,0,3.74,2,00.57,1
1.87,0,0,0,1.25,0,0,3.74,3,11.15,1
0,0,0,0,0,0,0,3.74,3,03.27,1
3.74,0,0,0,0,3.74,0,0,3,19.06,1
0,0,0,0,0,0,0,3.74,2,20.06,1
3.74,1.87,0,0,0,0,0,3.74,6,12.14,1
0,0,0,0,0,0,0,3.74,6,15.47,1
0,0,0,0,0,0,0,3.74,4,14.54,1
0,3.74,0,0,0,1.87,0,1.87,2,01.04,1
0,0,0,0,0,3.74,0,1.87,3,01.34,1
0,0,0,0,0,0,0,1.87,6,16.43,1
0,1.25,0,0,0,0,0,0,0,20.52,1
0,0,0,0,0,0,0,1.87,7,17.17,1
0.53,0.62,1.87,0,1.87,0.94,0,1.25,10,23.51,1
0,0,0,0,0,0,0,0.75,2,19.02,1
0,0,0,0,0,0,0,0,2,18.28,1
0.94,0,0,0,0,0,0,3.74,6,23.36,1
3.74,0.11,0.75,0,0.75,0.1,0,3.74,3,14.31,1
3.74,1.87,0,0,1.87,0,0,0,0,08.57,1
0,0,0,0,0,0,0,3.74,3,20.07,1
3.74,1.87,0,0,3.74,3.74,0,3.74,3,09.14,1
3.74,1.87,0,0,3.74,3.74,0,1.87,3,09.55,1
0,0.42,0,0,0,0,0,3.74,0,16.19,1
3.74,1.87,0,0,1.87,0,0,3.74,0,10.45,1
0,0,0,0,0,0.94,0,3.74,279,04.54,1
0,0,0,0,0,0.94,0,3.74,279,06.10,1
0,0,0,0,0,0,0,3.74,3,21.47,1
0,0,0,0,0,0,0,1.87,1,06.37,1
0,0,0,0,0,0,0,0,0,01.39,1
0,0,0,0,0,0,0,1.25,3,15.07,1
0,0,0,0,0,0,0,3.74,0,03.07,1
0,3.74,0,0,0,0,0,1.25,3,04.37,1
0,0,0,0,0,0,0,3.74,2,04.48,1
0,3.74,0,0,0,0,0,0,4,18.03,1
0,0,0,0,3.74,0,0,0,1,18.19,1
0,0,0,0,3.74,0,0,0,1,18.19,1
0,0,0,0,3.74,0,0,0,2,18.59,1
0,0,0,0,3.74,0,0,0,2,18.59,1
0,0,0,0,0,3.74,0,1.87,0,07.17,1
0,0,0,0,0,3.74,0,0,0,16.21,1
0,0,0,0,0,0,0,1.87,3,19.44,1
0,0,0,0,0,0,0,3.74,1,21.39,1
3.74,0.94,0,0,0,0,0,3.74,0,21.49,1
3.74,1.87,0,0,0,0,0,3.74,64,08.06,1
0,0,0,0,0,0,0,0,4,23.47,1
0,3.74,0,0,0,3.74,0,0,0,18.14,1
3.74,1.25,0,0,0,0,0,0,1,11.27,1
0,0,0,0,0,0,0,3.74,3,03.41,1
0,0,0,0,0,0,0,0.75,2,18.34,1
0,0,0,0,0,3.74,0,0,1,04.17,1
0,1.87,0,0,0,0,0,0,3,08.33,1
0,0,0,0,0,0,0,3.74,3,04.38,1
1.87,0,0,0,0,0,0,0,3,22.41,1
0,0,0,0,0,0,0,3.74,0,13.05,1
0,0,0,0,0,0,0,0,0,15.17,1
0,0,0,0,0,0,0,3.74,4,18.54,1
1.25,0,0,0,3.74,0,0,0,0,05.27,1
0,3.74,0,0,0,0,0,3.74,0,15.10,1
0,1.87,0,0,0,0,0,3.74,1,01.04,1
0,0,0,0,3.74,0,0,0,6,22.09,1
1.87,3.74,0,0,3.74,0,0,3.74,0,01.26,1
0,0.94,0,0,0,0,0,0,3,02.28,1
0,0.94,0,0,0,3.74,0,1.87,0,18.53,1
0,0,0,0,0,0,0,3.74,3,04.03,1
0,0,0,0,0,1.87,0,0,0,18.01,1
0,3.74,0,0,0,0,0,0,3,06.47,1
0,3.74,0,0,1.87,0,0,3.74,0,06.58,1
0,1.87,0,0,0,0,0,0,2,21.03,1
0,0,0,0,0,0,0,1.87,0,22.03,1
0.94,0,3.74,0,0,1.87,0,0,1,02.42,1
0,0,0,0,0,0,0,3.74,0,15.20,1
3.74,0,0,0,0,3.74,0,0,0,17.02,1
0,3.74,0,0,0,0,0,1.87,2,04.35,1
0,0,0,0,0,0,0,3.74,1,11.09,1
3.74,0,0,0,0,0,0,0,1,11.14,1
0,3.74,0,0,0,0,0,3.74,2,16.34,1
0,0,0,0,0,0,0,3.74,2,07.06,1
0,0,0,0,0,0,0,3.74,0,18.12,1
0,0,0,0,0,0,0,0,0,07.49,1
0,3.74,0,0,0,0,0,3.74,1,23.28,1
0,3.74,0,0,0,0,0,0,4,13.33,1
0,0,0,0,0,1.87,0,0,2,19.28,1
0,1.25,0,0,0,0,0,0,2,15.37,1
0,0,0,0,3.74,0,0,0,1,12.56,1
0,1.25,0,0,0,0,0,0,1,15.59,1
0,0,0,0,0,0,0,3.74,2,12.29,1
0,1.25,0,0,0,0,0,3.74,1,03.02,1
1.87,1.25,0,0,0,0,0,0,2,19.22,1
0,0,3.74,0,0,0,0,1.87,1,19.46,1
3.74,0.11,0.75,0,0.75,0.1,0,0,0,13.51,1
0,0,0,0,0,0.34,0,0.75,2,22.59,1
0,0,3.74,0,0,0,0,0,2,12.09,1
3.74,3.74,0,0,0,1.87,0,0,0,21.40,1
0,3.74,0,0,3.74,0,0,0,1,13.00,1
0,0,0,0,0,0,0,1.87,2,04.26,1
0,3.74,0,0,0,0,0,1.87,3,03.46,1
0,0,0,3.74,0,0,0,0,2,04.37,1
0,1.87,0,0,0,0,0,0.31,0,18.45,1
0,0,0,0,0,0,0,0,0,12.00,1
0,3.74,0,0,0,0,0,0,4,19.19,1
0,0,0,3.74,0,0,0,0,2,12.21,1
0,0,3.74,0,0,0,0,0,0,21.03,1
3.74,0.75,0,0,0,0,0,0.75,2,18.58,1
0,3.74,0,0,0,0,0,0,0,01.33,1
3.74,1.87,0,0,0,0,0,0,3,20.58,1
0,0,0,0,0,0,0,0,0,05.14,1
0,0,0,0,0,0,0,0,1,01.29,1
0,0,0,0,0,0,0,0,1,03.04,1
0,0,0,0,0,0,0,3.74,0,02.29,1
0,0,0,0,0,0,0,0,1,03.48,1
0,1.87,0,0,3.74,0,0,0,0,12.52,1
0,3.74,0,0,0,0,0,0,3,04.26,1
3.74,0,0,0,3.74,0,0,3.74,2,06.04,1
3.74,0,0,0,3.74,0,0,3.74,2,06.04,1
0,0,0,0,0,0,0,0,0,08.02,1
0,0,0,0,3.74,0,0,0,2,07.06,1
0,0,0,0,0,0,0,0,0,13.29,1
0,0,0,0,0,0,0,3.74,0,21.38,1
0,0,0,0,0,0,0,0,0,15.50,1
0,0,0,0,0,1.25,0,3.74,2,17.09,1
0.94,0,3.74,0,0,1.87,0,0,0,11.24,1
0,0,0,0,0,0,0,0,0,14.27,1
0,1.87,0,0,0,1.87,0,3.74,1,10.31,1
0,1.87,0,0,0,1.87,0,3.74,0,10.32,1
0.94,0,3.74,0,0,1.87,0,0,0,12.46,1
0,3.74,0,0,0,0,0,0,4,14.02,1
1.87,3.74,0,0,3.74,0,0,3.74,0,03.11,1
0,0,0,0,0,0,0,0,2,17.07,1
0,3.74,0,0,0,1.87,0,0,0,02.15,1
0,0,0,0,0,0,0,0.75,2,19.00,1
0,3.74,0,0,0,0,0,0,1,19.49,1
0,3.74,0,0,0,0,0,1.25,0,21.11,1
0,0,0,0,0,0,0,0,0,10.26,1
3.74,3.74,0,0,0,0,0,3.74,3,00.21,1
0,0,0,0,0,0,0,0,0,12.24,1
0,0,0,0,0,0,0,0,0,21.13,1
0,3.74,0,0,0,0,0,0,1,02.18,1
0,0,0,0,0,0,0,1.87,0,03.50,1
0,0,0,0,0,0,0,0,2,07.06,1
0,0,0,0,0,0,0,0,0,10.38,1
0,3.74,0,0,0,1.87,0,0,0,21.26,1
0,3.74,0,0,0,0,0,0,4,16.05,1
3.74,0.11,0.75,0,0.75,0.1,0,0,0,05.27,1
0,0,0,0,0,0,0,0,2,17.27,1
1.87,0.94,0,0,1.87,0,0,0,1,17.42,1
0,3.74,0,0,3.74,0,0,0,0,05.57,1
0,0,0,0,0,0,0,0,0,07.01,1
0,0,0,0,0,0,0,3.74,4,07.01,1
0,0.94,0,0,0,0,0,0.75,2,19.04,1
0,0,0,0,0,0,0,0,0,19.17,1
0,0,0,0,0,3.74,0,1.87,0,00.13,1
0,0,0,0,0,0,0,0,0,22.45,1
0,3.74,0,0,0,0,0,3.74,0,09.57,1
0,0,0,0,0,1.25,0,0,4,13.18,1
0,3.74,3.74,0,0,0,0,3.74,0,09.21,1
0,0,0,0,0,0,0,0,0,16.09,1
3.74,3.74,0,0,0,0,0,0,0,16.57,1
0,0,0,0,0,0,0,0,3,13.12,1
3.74,3.74,0,0,0,0,0,0,0,14.35,1
3.74,0,0,0,0,0,0,0,0,16.04,1
0,0,0,0,0,0,0,0.75,2,18.58,1
0,0,0,0,0,0,0,0,2,06.32,1
0,3.74,0,0,1.87,0,0,0,0,19.15,1
0,0,0,0,0,3.74,0,0,0,08.28,1
0,0,0,0,0,0,0,0,2,22.00,1
3.74,3.74,0,0,0,0,0,0,1,20.56,1
0,0,0,0,0,3.74,0,3.74,1,10.49,1
0,3.74,0,0,0,0,0,0,4,02.26,1
0,0,0,0,0,0,0,0,0,03.05,1
0,0,0,0,0,0,0,3.74,0,04.21,1
0,0,0,0,0,0,0,0,0,13.07,1
0,3.74,3.74,0,0,0,0,3.74,0,12.56,1
0,0,0,0,0,3.74,0,3.74,0,06.30,1
0,3.74,0,0,0,0,0,0,1,07.11,1
0,0,0,0,0,0,0,0,0,11.30,1
0,0,3.74,0,0,0,0,0.75,1,15.54,1
0,0,0,0,0,0,0,0,2,22.22,1
0,0,0,0,0,0,0,3.74,0,04.24,1
0,3.74,0,0,0,0,0,0,1,17.06,1
0,0,0,0,0,0,0,0,0,17.29,1
0.53,0,0,0,0,0,0,0.75,2,19.01,1
0,1.87,0,0,0,0,0,3.74,0,20.33,1
0,3.74,0,0,0,0,0,3.74,1,17.46,1
0,0,0,0,0,3.74,0,0,0,06.30,1
0,0,0,0,0,0,0,3.74,0,02.13,1
0,0,0,0,0,0,0,0,0,11.21,1
0,0,0,0,3.74,0,0,0,0,10.36,1
0,3.74,0,0,0,0,0,0,3,07.56,1
3.74,0.37,3.74,0,0,0,0,0,1,01.52,1
0.25,1.87,0,0,1.25,3.74,0,3.74,0,14.35,1
0.25,1.87,0,0,1.25,3.74,0,3.74,0,14.35,1
0,0.94,3.74,0,0,0,0,0.94,0,18.48,1
0,0,0,0,0,0,0,0,0,20.34,1
3.74,1.87,0,0,3.74,3.74,0,0,0,05.05,1
0,0,0,0,0,0,0,0,2,06.45,1
0,0,0,0,0,0.94,0,3.74,0,04.52,1
0,0,0,0,0,0,0,0,0,20.52,1
0,3.74,0,0,3.74,0,0,3.74,0,11.03,1
3.74,3.74,0,0,0,3.74,0,3.74,0,01.57,1
0,0,1.25,0,3.74,1.87,3.74,0.53,1,00.00,1
0,0,0,3.74,0,0.94,0,0,1,09.24,1
3.74,3.74,0,0,0,1.87,0,3.74,1,08.13,1
0,1.25,0,0,0,0,0,0,3,18.19,1
0,0,0,0,3.74,0,0,0,0,18.38,1
3.74,1.87,0,0,0,0,0,0,3,08.21,1
3.74,0,0,0,0,0,0,0,4,08.49,1
1.25,0,0,0,0,0,0,0,0,20.54,1
0,3.74,0,0,0,0,0,1.87,3,08.06,1
0,3.74,3.74,0,0,0,0,3.74,0,15.49,1
0,0,0,0,3.74,0,0,3.74,6,21.28,1
1.87,1.25,0,0,0,0,0,0,2,17.03,1
0,0.94,1.87,0,0,0,0,0.75,2,19.09,1
0,0,0,0,0,0,0,0,2,18.14,1
0,0,0,0,0,3.74,0,0,4,11.16,1
3.74,1.87,0,0,0,0,0,0,3,02.11,1
3.74,3.74,0,0,0,1.87,0,0,0,08.27,1
0,0,0,0,0,0,0,0,0,11.21,1
0,3.74,0,0,3.74,0,0,3.74,1,16.01,1
0,0,0,0,0,0,0,0,0,12.30,1
0,3.74,0,3.74,0,1.87,0,3.74,1,18.07,1
0,0,0,0,0,3.74,0,1.25,0,20.38,1
0,3.74,0,0,0,0,0,0,3,13.11,1
1.87,0.94,0,0,0,0,0,0,2,10.44,1
0,1.87,0,0,0,0,0,0,1,11.51,1
1.87,0,0,0,0,0,0,0,1,12.00,1
0,0,0,0,0,3.74,0,3.74,2,18.14,1
0,0,0,0,0,0,0,0,4,19.29,1
0,0,0,0,0,3.74,0,0.94,0,03.55,1
0,1.87,0,0,0,0,0,0.94,2,20.29,1
0,0,0,0,0,0,0,0,0,04.48,1
0,0.53,0,0,0,0,0,0.53,2,20.18,1
0,0,0,0,0,0,0,0,1,17.27,1
0,0,0,0,0,0,0,3.74,0,02.11,1
0,3.74,0,0,0,0,0,0,0,02.49,1
1.87,0,0,0,0,0.62,0,0,1,12.34,1
0,0,0,0,0,0,0,0,2,00.50,1
0,0,0,0,0,0,0,0,0,06.01,1
0,0,0,0,0,1.87,0,1.87,0,14.12,1
3.74,0.75,3.74,0,0.18,0.75,0,0.37,0,09.15,1
0,0,0,0,0,0,0,3.74,3,14.03,1
0,0,0,0,0,0,0,0,0,07.18,1
0,0,0,0,0,0,0,0,0,21.19,1
0,0,0,0,0,0,0,3.74,0,21.51,1
0,0,0,0,0,3.74,0,1.87,1,23.51,1
0,0,0,0,0,3.74,0,3.74,0,18.15,1
0,0,0,0,0,0,0,3.74,4,13.27,1
0,0,0,0,0,0,0,0,0,20.46,1
0,0,0,0,0,0,0,3.74,0,13.22,1
0,0,0,0,0,0,0,0,0,02.44,1
0,0.29,0,0,3.74,0,0,0,0,14.57,1
0,3.74,0,0,3.74,0,0,0,0,03.43,1
0,0,0,0,0,0,0,0,4,06.50,1
0,0,0,0,0,0,0,0.75,2,20.10,1
0,0,0,0,0,0,0,3.74,0,07.54,1
0,3.74,0,0,0,0,0,0,0,01.55,1
0,0,0,0,0,0,0,1.87,0,04.18,1
0.94,1.87,0,1.87,0,0,0,0,10,23.24,1
0,0,0,0,0,0,0,3.74,0,12.58,1
0,0,0,0,0,0,0,3.74,1,16.11,1
0,0,0,0,0,3.74,0,0,1,11.36,1
0,0,0,0,0,0,0,0,4,03.30,1
0,1.87,0,0,0,0,0,0,0,03.35,1
0,0,0,0,0,0,0,0,0,04.35,1
3.74,0,0,0,0,0,0,0,5,06.35,1
0,0,0,0,0,0,0,0,0,07.23,1
0,0,0,0,3.74,0,0,0,0,11.12,1
3.74,3.74,0,0,0,0,0,3.74,0,17.35,1
0,3.74,0,0,0,0,0,0,1,15.19,1
3.74,0.94,0,0,3.74,0,0,3.74,0,15.19,1
0,3.74,0,0,0,0,0,3.74,1,13.16,1
0,0,0,0,0,0,0,0,0,16.55,1
0,0,0,0,0,3.74,0,1.25,0,05.57,1
0,0,0,0,3.74,0.27,0,0.94,0,01.49,1
0,0,0,0,0,0,0,0,0,16.04,1
3.74,0,0,0,0,0,0,0,3,19.23,1
0,0,0,0,0,0,0,0.75,2,19.49,1
3.74,0.11,0.75,0,0.75,0.1,0,0,0,16.01,1
3.74,0,0,0,0,0,0,0,0,08.44,1
0,0,0,0,0,3.74,0,0,1,06.13,1
0,3.74,0,0,0,0,0,3.74,3,11.35,1
3.74,1.25,0,0,0,0,0,3.74,0,23.47,1
0,0,0,0,0,0,0,0,0,11.12,1
0,0,0,0,0,0,0,0,2,00.31,1
0,0,0,0,0,0,0,0,1,11.08,1
3.74,0,0,0,0,0,0,3.74,0,10.47,1
3.74,3.74,1.87,0,1.87,3.74,0,1.87,0,13.10,1
3.74,0.94,1.87,0,0,0,0,0,5,02.20,1
0,3.74,0,0,0,0,0,0,0,03.54,1
0,0,0,0,3.74,0,0,3.74,0,16.28,1
0,0,0,0,0,0,0,0,2,18.51,1
3.74,0,3.74,0,0,0,0,0,0,10.58,1
3.74,0.62,0,0,0,0,0,0,2,08.36,1
0,0.75,0,0,0,0,0,0,1,06.13,1
0,0,0,0,0,0,0,1.25,3,06.50,1
1.25,1.25,0,0,0,0,0,0,1,12.16,1
0,3.74,0,0,0,0,0,0,4,18.57,1
0,0,0,0,0,0,0,0,0,11.10,1
0,0,0,0,0,0,0,3.74,1,14.06,1
0,1.87,0,0,0,0,0,0,1,10.13,1
0,3.74,0,0,0,0,0,3.74,4,02.05,1
3.74,3.74,0,0,0,0,0,3.74,3,02.20,1
0,0,0,0,0,0,0,3.74,0,07.52,1
0,3.74,0,0,3.74,0,0,3.74,0,17.25,1
0,1.87,0,0,0,1.87,0,3.74,0,01.16,1
3.74,0,0,0,0,0,0,3.74,2,16.01,1
0,1.87,0,0,0,0,0,0,0,08.22,1
0,0,0,0,0,0,0,0,0,23.30,1
0.94,0,0,0,1.87,1.87,0,0,2,22.18,1
1.87,0,0,0,0,0,0,3.74,3,08.16,1
3.74,0,0,0,0,0,0,0,0,11.51,1
0,0,0,0,0,0,0,3.74,1,02.00,1
0,0,0,0,0,0,0,0,0,18.11,1
0,0,0,0,0,0,0,0,0,12.39,1
0,0,0,0,0,0,0,1.25,2,12.06,1
0,0,0,0,0,0,0,0,1,15.30,1
0,0,0,0,0,0,0,0,1,20.46,1
3.74,0,0,0,0,3.74,0,0,1,15.51,1
3.74,0.53,0,0,0,1.25,0,3.74,0,17.08,1
0,0,0,0,0,0,0,0,0,12.13,1
0,3.74,0,0,3.74,0,0,3.74,1,04.00,1
0,3.74,0,0,0,0,0,3.74,0,11.51,1
0,0,0,0,0,0,0,0,2,12.24,1
3.74,0,0,0,0,0,0,3.74,0,11.20,1
0,0,0,0,0,3.74,0,0,0,13.37,1
0,1.87,0,0,0,0,0,0,2,16.09,1
3.74,1.25,0,0,3.74,3.74,0,3.74,1,13.19,1
0,0,0,0,0,0,0,0.94,2,18.52,1
0,1.25,0,0,0,0,0,1.87,7,16.19,1
0.18,3.74,0,0,3.74,0,0,3.74,0,04.01,1
0,0,1.87,0,3.74,0,0,0,1,06.07,1
0,0,0,0,0,0,0,1.36,1,10.54,0
0,1.36,0,0,0,0,0,0.45,2,12.46,0
0,1.36,0,0,0,0,0,1.36,2,13.52,0
0,0,0,0,0,0,0,0.68,2,09.15,0
0,1.36,0,0,0,0,0,1.36,3,14.38,0
0,1.36,0,0,0,0,0,0.45,2,14.50,0
1.36,1.36,0,0,0,0,0,0.45,2,14.54,0
0,1.36,0,0,0,0,0,1.36,3,15.01,0
1.36,1.36,0,0,0,0,0,0.45,2,15.01,0
0,0,0,0,0,0,0,1.36,1,10.54,0
0,0,0,0,0,0,0,1.36,2,10.16,0
0,0,0,0,0,0,0,1.36,3,16.19,0
0,0,0,0,0,0,0,1.36,2,08.14,0
0,0,0,0,0,0,0,0,3,16.25,0
0,0,0,0,1.36,0,0,1.36,5,10.25,0
1.36,1.36,0,0,0,0,0,0.68,2,12.39,0
0,0,0,0,0,0,0,1.36,1,16.58,0
0,1.36,0,0,0,0,0,0.68,2,16.11,0
0,0,0,0,0,0,0,0,2,17.13,0
0,1.36,0,0,0,0,0,1.36,3,16.17,0
0,1.36,0,0,0,0,0,0.45,2,12.46,0
0,0,0,0,0,0,0,0,1,17.23,0
0,1.36,0,0,0,0,0,1.36,3,17.23,0
0,0,0,0,0,0,0,0,3,17.36,0
0,0,0,0,0,0,0,0,2,17.42,0
0,1.36,0,0,0,0,0,1.36,2,10.19,0
0,0,0,0,0,0,0,0,1,19.11,0
0,0,0,0,0,0,0,0,1,11.11,0
0,0,0,0,0,0,0,1.36,2,18.57,0
0,0,0,0,0,0,0,0,1,15.25,0
0,0,0,0,0,0,0,0,1,16.30,0
0,1.36,0,0,0,0,0,1.36,2,13.52,0
0,0,0,0,0,0,0,0,2,20.58,0
0,0,0,0,0,0,0,0.68,1,16.09,0
0,0,0,0,0,0,0,0,2,22.58,0
0,0,0,0,0,0,0,0,1,16.07,0
0,0,0,0,0,0,0,1.36,1,22.25,0
0,0,0,0,0,0,0,1.36,3,23.49,0
0,0.68,0,0,0,0,0,0,2,22.58,0
0,0,0,1.36,0,0,0,0,3,15.04,0
0,0,0,0,0,0,0,0,2,23.06,0
0,0,0,0,0,0,0,0.68,3,00.17,0
0,0,0,0,0,0,0,0.68,2,09.15,0
0,0,0,0,0,0,0,0,2,02.57,0
0,0,0,0,0,0,0,0.68,2,01.20,0
0,0,0,0,0,0,0,0.68,1,21.44,0
0,0,0,0,0,0,0,0,1,08.25,0
0,0,0,0,0,0,0,1.36,3,01.11,0
0,0,0,0,0,0,0,0,1,10.44,0
